Column1,Column2
"Now, these two microorganisms never interact in nature.",这两种细菌在自然界中从未有过互动，
"In fact, they never met each other.",事实上，它们从未相遇。
"They've been here, engineered for the first time, to have a relationship inside a piece of clothing.",它们在这里第一次被设计到一起， 在一件衣服里产生了联系。
"Think of it as evolution not by natural selection, but evolution by design.",它不是自然选择的产物， 而是设计的产物。
"In order to contain these relationships, we've created a single channel that resembles the digestive tract, that will help flow these bacteria and alter their function along the way.",为了控制这些关系， 我们创建了一条类似于消化道的单管道。 这可以帮助这些细菌生长 并沿途改变它的功能，
"We then started growing these channels on the human body, varying material properties according to the desired functionality.",然后我们开始在人体上种植这种通道， 根据想要的功能改变材料的属性。
"Where we wanted more photosynthesis, we would design more transparent channels.",在我们需要更多光合作用的地方， 我们就设计更多的透明管道。
"This wearable digestive system, when it's stretched end to end, spans 60 meters.",这是可以穿戴的消化系统， 如果将它从头到尾伸展开来， 大约有60米，
"This is half the length of a football field, and 10 times as long as our small intestines.",这是半个足球场的长度， 是我们小肠长度的十倍。
"And here it is for the first time unveiled at TED -- our first photosynthetic wearable, liquid channels glowing with life inside a wearable clothing.",在TED大会上我们首次展示—— 我们第一件会自行生长、 可行光合作用、有生命的液体管道服饰。
Thank you.,谢谢。
"Mary Shelley said, ""We are unfashioned creatures, but only half made up.""",玛丽.雪莱曾说： “我们是未成形的生物，只被完成了一半”
What if design could provide that other half?,那么如果设计可以提供另一半呢？
What if we could create structures that would augment living matter?,如果我们可以创造出 一种能扩充生物组织的结构呢？
"What if we could create personal microbiomes that would scan our skins, repair damaged tissue and sustain our bodies?",如果我们可以创造私人的微生物群 能扫描我们皮肤，修复损伤的组织 以及维持我们身体运作呢？
Think of this as a form of edited biology.,让我们把它想成生物编辑的形态。
"This entire collection, Wanderers, that was named after planets, was not to me really about fashion per se, but it provided an opportunity to speculate about the future of our race on our planet and beyond, to combine scientific insight with lots of mystery and to move away from the age of the machine to a new age of symbiosis between our bodies, the microorganisms that we inhabit, our products and even our buildings.",这整套称为【漫游者】的 以各行星命名的系列服饰， 对我来说并不只是时尚本身， 它还提供了一个机会， 让我们想象人类在地球甚至地球以外的未来。 以及进一步地 将科学视角和很多神秘事物结合。 远离机器的时代， 进入一个新时代，让我们的身体， 我们身边的微生物， 我们的产品甚至我们的建筑可以共生。
I call this material ecology.,我将此称为材料生态系统。
"To do this, we always need to return back to nature.",要做到这一点，我们永远要回归到自然。
"By now, you know that a 3D printer prints material in layers.",目前为止，你知道3D打印机 是一层层地打印材料的，
You also know that nature doesn't.,你也知道自然并非如此。
It grows. It adds with sophistication.,自然生物生长，用非常复杂的方式。
"This silkworm cocoon, for example, creates a highly sophisticated architecture, a home inside which to metamorphisize.",比如这个蚕茧， 一个高度复杂的结构， 一个蚕在里面羽化的家。
No additive manufacturing today gets even close to this level of sophistication.,今天没有任何增材制造 可以做到这种复杂的水平。
"It does so by combining not two materials, but two proteins in different concentrations.",这个蚕茧不是由两种材料组成， 而是由不同浓度的两种蛋白组成。
"One acts as the structure, the other is the glue, or the matrix, holding those fibers together.",一种做蚕茧的结构， 另一种充当粘合剂或是基质， 然后可以将这些纤维聚到一起，
And this happens across scales.,它的规模可大可小。
The silkworm first attaches itself to the environment -- it creates a tensile structure -- and it then starts spinning a compressive cocoon.,这个蚕开始时将它自己附在环境上—— 创建一个有张力的结构—— 然后它开始编织一个抗压的茧。
